               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.017209,           0.0091226,            0.031032,             0.70054,             0.70686,             0.81473,             0.62068,           0.0062109,           0.0029725,            0.013487,            0.007426,            0.007426,            0.007426
                 158,            0.018732,           0.0093047,             0.03144,             0.60215,             0.76807,             0.81329,             0.64687,           0.0063601,           0.0027465,            0.013859,           0.0074095,           0.0074095,           0.0074095
                 159,            0.018171,           0.0090866,            0.032942,              0.6109,             0.74481,             0.79713,             0.65124,           0.0060769,           0.0027516,            0.013618,            0.007393,            0.007393,            0.007393
                 160,            0.017043,           0.0091929,             0.03327,             0.57294,             0.71611,              0.7875,             0.62726,            0.005934,           0.0027305,            0.014474,           0.0073765,           0.0073765,           0.0073765
                 161,            0.017539,           0.0093117,             0.03057,             0.60364,             0.72302,             0.78059,             0.59683,            0.006396,           0.0028724,            0.014596,             0.00736,             0.00736,             0.00736
                 162,             0.01929,           0.0094802,            0.034357,             0.65688,             0.71575,             0.80716,             0.66294,           0.0062507,           0.0028832,            0.013589,           0.0073435,           0.0073435,           0.0073435
                 163,            0.019501,           0.0090628,            0.032133,             0.56534,             0.73954,             0.78679,             0.65256,           0.0058166,            0.002869,            0.014778,            0.007327,            0.007327,            0.007327
                 164,            0.018602,           0.0094863,            0.031734,             0.67125,             0.73711,             0.82504,             0.66642,            0.006143,            0.002836,             0.01281,           0.0073105,           0.0073105,           0.0073105
                 165,            0.018953,           0.0095464,            0.035242,             0.66391,             0.70668,             0.80594,             0.63739,            0.006309,           0.0028293,            0.012857,            0.007294,            0.007294,            0.007294
                 166,             0.02006,           0.0092697,            0.032524,             0.70538,              0.7041,             0.81695,             0.66942,             0.00646,           0.0025885,            0.013306,           0.0072775,           0.0072775,           0.0072775
                 167,            0.018814,           0.0095133,            0.031807,             0.72004,             0.70029,             0.81098,             0.67177,           0.0059055,           0.0027244,            0.013588,            0.007261,            0.007261,            0.007261
                 168,            0.019209,           0.0092926,            0.029851,             0.67499,             0.75428,             0.82258,             0.62344,           0.0064695,           0.0027043,            0.012887,           0.0072445,           0.0072445,           0.0072445
                 169,             0.01959,           0.0093584,            0.033085,             0.61778,             0.74509,             0.81591,             0.65005,           0.0058023,           0.0027152,            0.013403,            0.007228,            0.007228,            0.007228
                 170,            0.018334,           0.0091591,            0.029716,             0.65153,             0.75418,              0.8094,             0.65311,           0.0055285,           0.0026634,            0.013255,           0.0072115,           0.0072115,           0.0072115
                 171,            0.019903,           0.0093564,            0.029286,             0.70613,             0.70706,             0.82842,             0.68942,           0.0056514,           0.0027193,            0.012662,            0.007195,            0.007195,            0.007195
                 172,            0.018217,           0.0092233,            0.029561,             0.63711,              0.7394,             0.80745,             0.66289,           0.0057713,           0.0027447,            0.013773,           0.0071785,           0.0071785,           0.0071785
                 173,            0.018494,           0.0094816,            0.030327,             0.61433,             0.68451,             0.78697,             0.62423,           0.0062374,           0.0027335,            0.014655,            0.007162,            0.007162,            0.007162
                 174,            0.017941,           0.0092134,            0.028531,             0.57887,             0.74982,             0.79122,             0.64704,           0.0061031,           0.0027943,            0.014062,           0.0071455,           0.0071455,           0.0071455
                 175,            0.017754,           0.0091769,            0.029169,             0.62133,             0.73876,             0.81241,              0.6802,           0.0055457,           0.0027007,            0.013455,            0.007129,            0.007129,            0.007129
                 176,            0.018052,           0.0093321,            0.029256,              0.6521,             0.70739,             0.79057,             0.62545,           0.0063228,             0.00283,             0.01358,           0.0071125,           0.0071125,           0.0071125
                 177,            0.017658,           0.0091979,            0.031093,             0.62996,             0.71434,             0.80408,             0.66316,           0.0058234,           0.0027131,            0.013009,            0.007096,            0.007096,            0.007096
                 178,            0.018119,           0.0091367,            0.028939,             0.58264,             0.70274,             0.78111,             0.62613,           0.0060496,           0.0027664,            0.014012,           0.0070795,           0.0070795,           0.0070795
                 179,            0.019425,           0.0091636,            0.030305,             0.57695,             0.74152,             0.81712,             0.66625,           0.0056321,           0.0027558,            0.013198,            0.007063,            0.007063,            0.007063
                 180,            0.018481,           0.0095459,            0.029475,             0.59482,             0.71771,              0.8221,             0.67566,           0.0060207,           0.0029336,            0.013548,           0.0070465,           0.0070465,           0.0070465
                 181,             0.02166,             0.00954,            0.030818,             0.65827,             0.71754,             0.80925,             0.64558,           0.0062672,           0.0027162,            0.012628,             0.00703,             0.00703,             0.00703
                 182,            0.018521,           0.0090966,            0.028278,             0.56579,             0.74824,             0.80255,             0.66383,           0.0066255,           0.0027597,             0.01396,           0.0070135,           0.0070135,           0.0070135
                 183,            0.017534,           0.0085637,            0.027301,             0.58456,              0.7147,             0.79168,             0.62597,            0.006669,           0.0029735,            0.014192,            0.006997,            0.006997,            0.006997
                 184,            0.020307,            0.009321,            0.033143,             0.62158,             0.74464,             0.81213,              0.6596,           0.0058313,           0.0026568,            0.013184,           0.0069805,           0.0069805,           0.0069805
                 185,            0.019753,           0.0095292,            0.029936,             0.68107,             0.70731,             0.82878,             0.68094,           0.0058977,           0.0026619,            0.013241,            0.006964,            0.006964,            0.006964
                 186,            0.018319,           0.0092171,            0.029705,              0.6546,             0.64873,             0.77538,             0.64277,           0.0054079,            0.002746,            0.014232,           0.0069475,           0.0069475,           0.0069475
                 187,            0.017805,           0.0088686,            0.026567,             0.63416,             0.72408,             0.82155,             0.67986,           0.0056409,           0.0026583,            0.012849,            0.006931,            0.006931,            0.006931
                 188,            0.018033,           0.0095302,            0.026032,             0.65016,              0.7117,             0.80821,             0.64398,           0.0063139,           0.0028127,            0.013259,           0.0069145,           0.0069145,           0.0069145
                 189,            0.018101,           0.0090355,            0.025986,             0.59676,             0.77109,             0.82721,             0.66533,           0.0062877,            0.002682,            0.012169,            0.006898,            0.006898,            0.006898
                 190,            0.018382,           0.0089006,            0.026758,              0.6973,             0.74238,             0.83249,             0.66227,           0.0063225,           0.0027128,            0.012794,           0.0068815,           0.0068815,           0.0068815
                 191,            0.019564,           0.0090065,            0.028482,             0.68057,             0.74444,             0.82279,             0.66453,           0.0063373,           0.0026883,             0.01287,            0.006865,            0.006865,            0.006865
                 192,            0.016903,           0.0090595,            0.025812,             0.63915,             0.79447,             0.86767,             0.71059,           0.0057157,           0.0026517,            0.012167,           0.0068485,           0.0068485,           0.0068485
                 193,             0.01886,           0.0090691,             0.02603,             0.62371,             0.81786,             0.84897,             0.68271,            0.005694,           0.0027275,            0.011902,            0.006832,            0.006832,            0.006832
                 194,            0.018327,           0.0085703,             0.02426,             0.65638,             0.72326,             0.80683,             0.66226,           0.0057195,           0.0027228,            0.012487,           0.0068155,           0.0068155,           0.0068155
                 195,            0.018769,           0.0088992,             0.02655,             0.62444,             0.76217,             0.81595,             0.66666,           0.0055461,            0.002643,             0.01322,            0.006799,            0.006799,            0.006799
                 196,            0.019315,            0.008705,            0.028118,             0.64008,             0.75078,             0.82956,             0.67312,           0.0057783,           0.0026558,            0.012875,           0.0067825,           0.0067825,           0.0067825
                 197,            0.017245,           0.0087148,             0.02356,             0.59111,             0.75868,             0.83821,             0.70157,           0.0055555,           0.0026512,            0.013251,            0.006766,            0.006766,            0.006766
                 198,            0.018044,           0.0089678,            0.025931,             0.65624,             0.71124,             0.81591,              0.6573,           0.0057806,           0.0026681,             0.01299,           0.0067495,           0.0067495,           0.0067495
                 199,            0.017515,           0.0089194,            0.026491,             0.66031,              0.7532,             0.83883,             0.70563,           0.0056105,           0.0027143,             0.01263,            0.006733,            0.006733,            0.006733
                 200,            0.018501,           0.0088651,            0.025666,             0.69593,             0.73368,             0.83718,             0.68107,           0.0057434,           0.0027365,            0.012312,           0.0067165,           0.0067165,           0.0067165
                 201,            0.019848,           0.0089403,            0.027347,              0.6668,             0.72326,             0.80326,             0.66054,           0.0058294,           0.0027307,            0.013868,              0.0067,              0.0067,              0.0067
                 202,            0.017979,           0.0084636,            0.028274,             0.65421,             0.76451,             0.83431,             0.69912,           0.0057759,           0.0027673,            0.013905,           0.0066835,           0.0066835,           0.0066835
                 203,            0.018033,           0.0087715,            0.025347,             0.71924,             0.64147,             0.81692,             0.67951,           0.0056056,           0.0028265,            0.014953,            0.006667,            0.006667,            0.006667
                 204,            0.018327,           0.0086389,            0.024829,             0.64127,             0.77191,             0.84125,             0.66825,           0.0062951,           0.0027711,            0.013557,           0.0066505,           0.0066505,           0.0066505
                 205,            0.019147,           0.0090938,            0.024577,             0.75321,             0.66899,             0.83235,               0.657,           0.0064376,            0.002832,            0.012469,            0.006634,            0.006634,            0.006634
                 206,            0.018246,            0.008736,            0.021358,             0.57189,              0.7662,             0.82804,             0.68854,           0.0056989,           0.0028069,            0.012287,           0.0066175,           0.0066175,           0.0066175
                 207,            0.018255,           0.0091541,            0.024999,             0.62913,             0.73373,             0.79774,             0.67583,           0.0061052,           0.0027684,            0.013188,            0.006601,            0.006601,            0.006601
                 208,            0.017803,           0.0090685,            0.024214,             0.70056,             0.72393,             0.84519,              0.6973,           0.0059565,           0.0029206,            0.012425,           0.0065845,           0.0065845,           0.0065845
                 209,            0.019213,            0.009404,            0.025407,             0.69384,             0.71894,             0.83782,             0.70965,            0.005438,           0.0026776,            0.012572,            0.006568,            0.006568,            0.006568
                 210,            0.017802,           0.0085946,             0.02335,             0.71496,              0.7411,             0.84661,             0.70613,           0.0061707,           0.0027835,            0.011846,           0.0065515,           0.0065515,           0.0065515
                 211,            0.017755,           0.0085465,            0.021937,             0.74665,             0.71841,              0.8526,             0.67783,           0.0057231,           0.0027848,            0.011976,            0.006535,            0.006535,            0.006535
                 212,            0.018173,           0.0088664,            0.024629,             0.65047,             0.78243,             0.84118,             0.67257,            0.005891,           0.0028908,            0.012018,           0.0065185,           0.0065185,           0.0065185
                 213,            0.018758,           0.0089406,            0.025087,             0.72312,              0.6868,             0.83532,             0.66152,           0.0061635,           0.0030528,            0.013454,            0.006502,            0.006502,            0.006502
                 214,            0.018495,           0.0091969,            0.025542,             0.62164,             0.72145,             0.82277,             0.67774,           0.0056667,           0.0028426,            0.012841,           0.0064855,           0.0064855,           0.0064855
                 215,            0.018584,           0.0090131,            0.025965,             0.58386,             0.75418,             0.81591,             0.64809,           0.0060676,           0.0028097,             0.01252,            0.006469,            0.006469,            0.006469
                 216,            0.020466,            0.008981,            0.027627,             0.68438,             0.73836,             0.82655,             0.68108,           0.0056572,           0.0027102,             0.01174,           0.0064525,           0.0064525,           0.0064525
                 217,            0.017198,           0.0087253,            0.022951,             0.80296,             0.66518,              0.8299,             0.68676,           0.0056058,           0.0027934,             0.01159,            0.006436,            0.006436,            0.006436
                 218,            0.017692,            0.008575,            0.022753,             0.71526,             0.73338,             0.84318,             0.69433,           0.0059933,           0.0026796,            0.012404,           0.0064195,           0.0064195,           0.0064195
                 219,            0.017086,           0.0089398,             0.02361,             0.75062,              0.6828,             0.82255,             0.66277,           0.0058301,           0.0027253,            0.012681,            0.006403,            0.006403,            0.006403
                 220,             0.01822,           0.0086217,            0.025077,              0.6425,             0.70043,             0.81071,             0.67374,           0.0055625,           0.0027188,            0.013341,           0.0063865,           0.0063865,           0.0063865
                 221,            0.017035,           0.0084506,            0.021873,              0.6285,             0.76595,             0.84895,             0.67513,           0.0057841,           0.0027146,            0.012462,             0.00637,             0.00637,             0.00637
                 222,            0.017156,           0.0084669,            0.022998,             0.72609,             0.70417,             0.82641,             0.67376,           0.0058718,           0.0027939,            0.011846,           0.0063535,           0.0063535,           0.0063535
                 223,             0.01814,           0.0085805,            0.020174,             0.75532,             0.69364,             0.81999,             0.68039,           0.0054544,           0.0027954,             0.01221,            0.006337,            0.006337,            0.006337
                 224,            0.018816,           0.0088457,            0.020984,             0.60386,             0.79266,             0.82773,             0.70181,           0.0055586,           0.0027377,            0.012244,           0.0063205,           0.0063205,           0.0063205
                 225,            0.017451,           0.0082981,            0.019251,             0.73857,             0.68019,             0.82203,             0.67856,           0.0055743,             0.00279,            0.012262,            0.006304,            0.006304,            0.006304
                 226,            0.016672,           0.0088545,            0.020783,             0.64148,             0.68611,             0.82553,             0.70301,           0.0061017,           0.0027862,            0.011965,           0.0062875,           0.0062875,           0.0062875
                 227,            0.016213,           0.0085334,             0.02382,             0.67485,              0.7335,             0.85047,             0.69572,            0.005782,           0.0029533,             0.01171,            0.006271,            0.006271,            0.006271
                 228,            0.017711,           0.0087651,            0.019392,              0.7031,             0.72284,             0.86759,             0.73349,            0.005695,             0.00279,            0.010815,           0.0062545,           0.0062545,           0.0062545
                 229,            0.018779,           0.0087537,            0.024911,             0.64486,             0.75967,             0.84278,             0.70305,           0.0056899,           0.0028487,            0.011571,            0.006238,            0.006238,            0.006238
                 230,            0.016107,           0.0086915,            0.021016,             0.74147,             0.71387,             0.85879,             0.68103,           0.0058772,           0.0028248,            0.011262,           0.0062215,           0.0062215,           0.0062215
                 231,            0.018242,           0.0088689,             0.02525,             0.68078,             0.78903,             0.84057,             0.70554,           0.0057827,           0.0027347,            0.011472,            0.006205,            0.006205,            0.006205
                 232,            0.017158,           0.0088922,            0.019539,             0.73279,             0.74525,             0.85818,             0.71177,           0.0055049,           0.0028338,            0.011671,           0.0061885,           0.0061885,           0.0061885
                 233,            0.018746,           0.0083732,            0.023017,             0.75534,             0.69237,             0.85285,             0.71631,            0.005236,           0.0028678,            0.012006,            0.006172,            0.006172,            0.006172
                 234,            0.017996,           0.0086091,             0.02271,             0.61574,             0.79423,             0.86731,             0.73743,           0.0052005,           0.0028163,            0.011201,           0.0061555,           0.0061555,           0.0061555
                 235,            0.017576,           0.0086495,            0.021391,             0.69253,             0.76601,             0.84861,             0.68173,           0.0056138,           0.0027075,            0.011746,            0.006139,            0.006139,            0.006139
                 236,            0.019754,           0.0087376,            0.026761,             0.70438,             0.78686,             0.85641,             0.68904,            0.005817,           0.0026399,            0.010653,           0.0061225,           0.0061225,           0.0061225
                 237,            0.017093,            0.008167,            0.020499,             0.67807,             0.76594,             0.86707,             0.72093,           0.0055132,           0.0026974,            0.011568,            0.006106,            0.006106,            0.006106
                 238,            0.017476,           0.0089857,            0.019493,             0.62662,             0.80763,             0.86212,             0.69278,           0.0057681,           0.0027537,              0.0109,           0.0060895,           0.0060895,           0.0060895
                 239,            0.019574,           0.0087233,            0.024235,             0.65282,             0.76125,             0.85249,             0.70638,           0.0056884,           0.0027535,            0.011984,            0.006073,            0.006073,            0.006073
                 240,            0.018201,           0.0086015,            0.021122,             0.60537,             0.72774,             0.84133,             0.70345,           0.0054477,           0.0027547,            0.012559,           0.0060565,           0.0060565,           0.0060565
                 241,            0.017531,           0.0082605,            0.020393,             0.69227,             0.61915,             0.81845,             0.66369,            0.005471,           0.0028582,            0.013383,             0.00604,             0.00604,             0.00604
                 242,            0.017213,           0.0086184,            0.021809,             0.66644,             0.73591,             0.85436,             0.71768,           0.0052508,           0.0027661,            0.012158,           0.0060235,           0.0060235,           0.0060235
                 243,            0.017765,            0.008432,            0.019685,               0.675,             0.75244,             0.86606,             0.73789,           0.0052373,           0.0028564,            0.011284,            0.006007,            0.006007,            0.006007
                 244,            0.018205,           0.0084417,            0.020015,             0.65334,             0.76439,             0.84136,             0.70383,           0.0057219,           0.0028429,            0.012425,           0.0059905,           0.0059905,           0.0059905
                 245,             0.01808,           0.0083447,             0.02049,             0.66109,             0.73274,             0.83936,             0.69333,           0.0056623,           0.0027359,            0.011399,            0.005974,            0.005974,            0.005974
                 246,            0.018473,           0.0086482,            0.022064,             0.71032,             0.76328,             0.87449,             0.73661,           0.0057806,           0.0027008,            0.010471,           0.0059575,           0.0059575,           0.0059575
                 247,            0.016741,            0.008727,            0.018877,             0.68889,              0.7452,             0.85199,             0.71488,           0.0053762,           0.0028881,            0.011206,            0.005941,            0.005941,            0.005941
                 248,            0.017538,           0.0085835,            0.020189,             0.80892,             0.69606,             0.87347,             0.69857,             0.00564,           0.0027008,            0.010113,           0.0059245,           0.0059245,           0.0059245
                 249,             0.01708,           0.0085984,            0.019365,             0.73972,             0.69137,             0.83601,             0.69134,           0.0051664,           0.0026961,            0.011576,            0.005908,            0.005908,            0.005908
                 250,            0.017654,           0.0083233,            0.020304,             0.71038,             0.77295,              0.8583,             0.71287,            0.005333,           0.0029212,            0.011197,           0.0058915,           0.0058915,           0.0058915
                 251,             0.01751,           0.0081859,            0.018411,             0.75615,             0.72168,             0.86986,             0.68644,           0.0058028,           0.0028361,            0.010746,            0.005875,            0.005875,            0.005875
                 252,            0.017386,           0.0085333,             0.01902,             0.66196,             0.74333,             0.85597,             0.70317,           0.0054998,           0.0028656,            0.011561,           0.0058585,           0.0058585,           0.0058585
                 253,             0.01922,           0.0088683,            0.026963,             0.72312,             0.74181,             0.87736,             0.73434,           0.0052457,           0.0029591,            0.010981,            0.005842,            0.005842,            0.005842
                 254,            0.016438,           0.0083267,            0.019101,             0.80573,             0.67277,             0.88094,             0.72221,           0.0056254,           0.0030865,            0.011058,           0.0058255,           0.0058255,           0.0058255
                 255,             0.01679,           0.0089862,            0.020656,             0.66829,             0.73867,             0.83927,             0.69773,           0.0056399,           0.0030177,            0.011716,            0.005809,            0.005809,            0.005809
                 256,            0.017206,           0.0085407,            0.017704,             0.67616,             0.77106,             0.84976,               0.702,           0.0055036,           0.0029197,             0.01147,           0.0057925,           0.0057925,           0.0057925
                 257,             0.01799,           0.0085071,            0.017913,             0.66286,             0.76509,             0.84638,             0.69827,           0.0056587,           0.0029399,            0.011091,            0.005776,            0.005776,            0.005776
                 258,            0.016026,           0.0083746,            0.015712,             0.70096,             0.76509,             0.85824,             0.70681,           0.0054193,           0.0028093,            0.010906,           0.0057595,           0.0057595,           0.0057595
                 259,            0.016811,           0.0082171,            0.017579,             0.64863,             0.77665,             0.87049,             0.72655,           0.0054314,           0.0029117,            0.010629,            0.005743,            0.005743,            0.005743
                 260,             0.01632,           0.0084378,            0.016866,             0.70968,             0.75141,             0.86556,             0.72354,           0.0052533,           0.0028473,            0.011027,           0.0057265,           0.0057265,           0.0057265
                 261,             0.01665,            0.008771,            0.022395,              0.7414,             0.75783,             0.88834,             0.74083,           0.0052849,           0.0028098,            0.010612,             0.00571,             0.00571,             0.00571
                 262,            0.016658,           0.0086042,            0.017882,             0.76836,             0.72086,              0.8645,             0.71823,           0.0056087,           0.0028874,            0.010876,           0.0056935,           0.0056935,           0.0056935
                 263,            0.019485,           0.0087005,             0.02079,             0.72506,             0.74589,             0.87884,             0.73805,            0.005716,           0.0028538,            0.010288,            0.005677,            0.005677,            0.005677
                 264,            0.016376,           0.0082834,            0.017821,             0.69255,             0.80852,             0.87931,             0.71198,           0.0056594,           0.0028577,           0.0099782,           0.0056605,           0.0056605,           0.0056605
                 265,            0.016347,           0.0083709,            0.016677,             0.73966,             0.71158,              0.8531,             0.69465,           0.0053982,           0.0029124,             0.01124,            0.005644,            0.005644,            0.005644
                 266,            0.016818,            0.008396,            0.021683,             0.68187,             0.76025,             0.86622,              0.7202,           0.0053843,           0.0027839,            0.010847,           0.0056275,           0.0056275,           0.0056275
                 267,            0.016405,           0.0081478,            0.016672,             0.60917,             0.80331,             0.85359,             0.71022,           0.0057469,           0.0028408,            0.011195,            0.005611,            0.005611,            0.005611
                 268,            0.015517,           0.0082437,            0.014888,             0.76529,             0.72485,             0.88127,             0.72383,           0.0055284,           0.0028045,            0.010703,           0.0055945,           0.0055945,           0.0055945
                 269,            0.017837,            0.008475,            0.019507,             0.64141,              0.7864,             0.85484,              0.7046,           0.0056441,           0.0028614,            0.011742,            0.005578,            0.005578,            0.005578
                 270,            0.017845,           0.0086032,            0.021851,             0.74686,             0.73899,             0.87843,              0.7402,           0.0053168,            0.002733,            0.010883,           0.0055615,           0.0055615,           0.0055615
                 271,             0.01591,           0.0081373,            0.016475,             0.74334,             0.77058,             0.87877,             0.74094,           0.0056942,           0.0028064,            0.010351,            0.005545,            0.005545,            0.005545
                 272,            0.016224,           0.0083714,            0.018482,             0.65382,             0.79668,             0.84886,             0.71569,           0.0053924,           0.0029107,            0.011735,           0.0055285,           0.0055285,           0.0055285
                 273,            0.018006,           0.0086342,             0.02345,              0.7028,             0.74284,             0.86689,             0.72117,           0.0053333,           0.0027906,            0.010325,            0.005512,            0.005512,            0.005512
                 274,            0.015984,           0.0083992,            0.019181,             0.65588,             0.73052,             0.82269,             0.68921,           0.0056038,           0.0027066,            0.012032,           0.0054955,           0.0054955,           0.0054955
                 275,            0.017289,           0.0082242,            0.021406,             0.67743,             0.76898,             0.87122,             0.71958,           0.0053598,           0.0027437,             0.01078,            0.005479,            0.005479,            0.005479
                 276,            0.017605,           0.0083196,            0.018846,             0.76304,             0.69948,             0.87412,              0.7334,           0.0053902,           0.0028456,            0.010717,           0.0054625,           0.0054625,           0.0054625
                 277,            0.017241,           0.0082746,            0.017724,             0.75889,             0.73399,              0.8761,             0.74068,           0.0052221,           0.0027987,            0.011236,            0.005446,            0.005446,            0.005446
                 278,            0.016452,           0.0083217,            0.017104,             0.77437,             0.71769,             0.86514,             0.72474,           0.0052086,           0.0027924,            0.010605,           0.0054295,           0.0054295,           0.0054295
                 279,            0.016857,           0.0082334,            0.019502,             0.72102,             0.77706,             0.85958,             0.71054,            0.005377,            0.002662,            0.010602,            0.005413,            0.005413,            0.005413
                 280,            0.016425,           0.0080644,            0.016638,             0.75957,             0.76335,             0.87973,             0.72889,            0.005423,           0.0026614,             0.01073,           0.0053965,           0.0053965,           0.0053965
                 281,            0.016625,           0.0083292,            0.016166,             0.72833,             0.76858,             0.88281,             0.73528,           0.0053935,            0.002712,            0.010782,             0.00538,             0.00538,             0.00538
                 282,            0.016009,           0.0084893,            0.016546,              0.7383,             0.76383,              0.8872,             0.74483,           0.0053048,           0.0027021,            0.010219,           0.0053635,           0.0053635,           0.0053635
                 283,            0.018102,            0.008311,            0.017124,              0.7111,             0.73917,             0.86902,             0.72552,           0.0053005,           0.0028393,            0.010488,            0.005347,            0.005347,            0.005347
                 284,            0.018206,           0.0081197,            0.016611,             0.76368,             0.71643,             0.85738,             0.71245,           0.0051695,              0.0029,            0.010529,           0.0053305,           0.0053305,           0.0053305
                 285,            0.017471,           0.0085591,            0.017258,             0.72873,             0.77731,             0.89435,             0.74431,           0.0052864,           0.0028727,           0.0095916,            0.005314,            0.005314,            0.005314
                 286,            0.018459,           0.0082575,            0.017815,             0.71368,             0.74901,             0.86207,              0.7222,           0.0050526,           0.0028975,            0.010219,           0.0052975,           0.0052975,           0.0052975
                 287,            0.016002,           0.0082467,            0.017427,             0.74137,             0.75277,             0.86685,             0.72431,           0.0051779,           0.0028937,              0.0109,            0.005281,            0.005281,            0.005281
                 288,            0.016682,           0.0083082,             0.02115,             0.77264,             0.72397,             0.86066,             0.71595,           0.0051314,           0.0027943,            0.010587,           0.0052645,           0.0052645,           0.0052645
                 289,            0.016543,           0.0079414,             0.01616,             0.75672,             0.70794,             0.83746,             0.69561,            0.005407,           0.0028225,            0.011326,            0.005248,            0.005248,            0.005248
                 290,            0.016023,           0.0080542,             0.01446,              0.7514,             0.70716,             0.86919,             0.72567,           0.0052225,           0.0028448,            0.010399,           0.0052315,           0.0052315,           0.0052315
                 291,            0.015648,           0.0080526,            0.014847,             0.65638,             0.79637,             0.90278,             0.75609,           0.0054177,           0.0028417,            0.009948,            0.005215,            0.005215,            0.005215
                 292,            0.015323,           0.0080136,            0.015102,             0.66493,             0.81608,              0.8918,             0.73402,           0.0054678,           0.0029369,           0.0099421,           0.0051985,           0.0051985,           0.0051985
                 293,            0.016096,           0.0080376,            0.014131,             0.67999,             0.80767,             0.90797,             0.75748,           0.0051358,           0.0028655,           0.0099101,            0.005182,            0.005182,            0.005182
                 294,            0.015635,           0.0080608,            0.017745,              0.7358,             0.77132,             0.90866,             0.75617,            0.005241,           0.0027563,           0.0088971,           0.0051655,           0.0051655,           0.0051655
                 295,            0.016659,           0.0082124,            0.016755,             0.76554,             0.76873,             0.88874,              0.7353,           0.0052999,           0.0027943,           0.0095543,            0.005149,            0.005149,            0.005149
                 296,             0.01675,           0.0080246,            0.013332,             0.70477,             0.80601,             0.90597,              0.7626,           0.0053427,           0.0028106,            0.009157,           0.0051325,           0.0051325,           0.0051325
                 297,            0.016115,            0.008225,            0.015701,             0.70184,             0.78574,             0.89665,             0.72697,            0.005597,           0.0028242,           0.0090753,            0.005116,            0.005116,            0.005116
                 298,            0.016782,           0.0080668,            0.018085,             0.66458,             0.82266,             0.89147,             0.74601,           0.0053365,           0.0028239,           0.0091594,           0.0050995,           0.0050995,           0.0050995
                 299,            0.015266,           0.0077438,             0.01647,             0.79974,             0.74587,             0.89372,             0.73522,           0.0054247,           0.0028761,           0.0087976,            0.005083,            0.005083,            0.005083
                 300,            0.016943,           0.0079353,             0.01805,             0.65571,             0.87052,             0.88696,             0.74366,           0.0052567,           0.0028107,           0.0093192,           0.0050665,           0.0050665,           0.0050665
                 301,            0.016609,           0.0082591,            0.018039,             0.73312,             0.81849,             0.89737,              0.7573,           0.0050123,            0.002739,           0.0090563,             0.00505,             0.00505,             0.00505
                 302,            0.015822,           0.0082559,            0.015651,             0.68565,              0.8056,             0.88453,             0.74357,           0.0052866,           0.0028406,            0.009877,           0.0050335,           0.0050335,           0.0050335
                 303,            0.016094,           0.0081476,            0.018649,             0.78054,             0.75406,             0.88888,             0.73584,            0.005149,           0.0028511,           0.0091789,            0.005017,            0.005017,            0.005017
                 304,            0.015646,           0.0082988,            0.016257,             0.80295,             0.73238,              0.9005,              0.7562,           0.0051484,           0.0028922,           0.0090445,           0.0050005,           0.0050005,           0.0050005
                 305,            0.017324,            0.008215,            0.018544,             0.74628,             0.78401,             0.88642,             0.73814,           0.0050224,           0.0028411,            0.009549,            0.004984,            0.004984,            0.004984
                 306,            0.017548,           0.0083087,             0.01718,             0.68895,             0.77745,             0.86782,             0.73323,           0.0053551,           0.0029663,            0.010119,           0.0049675,           0.0049675,           0.0049675
                 307,            0.015599,           0.0082745,            0.018152,             0.69189,             0.78133,              0.8719,             0.72928,           0.0051491,           0.0028032,           0.0098367,            0.004951,            0.004951,            0.004951
                 308,             0.01501,           0.0075264,            0.012365,             0.68215,             0.79962,             0.88557,             0.74924,           0.0052189,           0.0028404,            0.010132,           0.0049345,           0.0049345,           0.0049345
                 309,            0.016844,           0.0078832,             0.01496,             0.65349,             0.85058,             0.89464,             0.75174,           0.0051292,           0.0027889,           0.0099752,            0.004918,            0.004918,            0.004918
                 310,            0.017345,           0.0077767,            0.014247,             0.64412,             0.81705,             0.88653,             0.73408,           0.0052727,           0.0028373,            0.010219,           0.0049015,           0.0049015,           0.0049015
                 311,            0.016615,            0.008176,            0.013542,             0.72051,             0.78306,              0.8643,             0.71476,           0.0052113,           0.0029415,            0.010002,            0.004885,            0.004885,            0.004885
                 312,            0.015748,           0.0080125,            0.013929,             0.67938,             0.78796,             0.89136,             0.73605,           0.0051791,           0.0027183,           0.0097911,           0.0048685,           0.0048685,           0.0048685
                 313,            0.015745,           0.0077734,            0.014582,             0.60537,             0.84141,              0.8768,             0.71098,           0.0054116,           0.0028121,            0.010303,            0.004852,            0.004852,            0.004852
                 314,            0.017528,           0.0078818,            0.015048,              0.6911,             0.75014,             0.86838,             0.70359,           0.0056214,           0.0028318,            0.010254,           0.0048355,           0.0048355,           0.0048355
                 315,            0.015614,           0.0083242,            0.014983,             0.66649,             0.80554,             0.89442,              0.7466,           0.0052509,           0.0029135,           0.0094459,            0.004819,            0.004819,            0.004819
                 316,            0.016236,           0.0078435,            0.013216,             0.68525,             0.79092,             0.90022,             0.75275,           0.0052385,           0.0028938,           0.0096851,           0.0048025,           0.0048025,           0.0048025
