               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.017886,            0.011449,             0.07327,           0.0087681,                   1,             0.06909,            0.059116,           0.0060377,           0.0027401,            0.036495,           0.0094225,           0.0094225,           0.0094225
                  37,             0.01634,            0.011343,            0.072641,           0.0085157,             0.99249,            0.073396,            0.060712,           0.0065229,           0.0028076,            0.036405,            0.009406,            0.009406,            0.009406
                  38,            0.020594,            0.011072,            0.073079,           0.0088169,                   1,            0.079536,            0.065493,           0.0052145,           0.0026337,            0.036491,           0.0093895,           0.0093895,           0.0093895
                  39,            0.021587,            0.011482,            0.068056,           0.0087973,                   1,            0.081096,            0.062895,           0.0056712,            0.002661,            0.036292,            0.009373,            0.009373,            0.009373
                  40,            0.017484,            0.011141,            0.070919,           0.0086896,                   1,            0.092593,            0.076036,           0.0055018,           0.0028485,            0.036187,           0.0093565,           0.0093565,           0.0093565
                  41,             0.01616,            0.010974,            0.067359,           0.0087276,               0.997,            0.095785,            0.079561,           0.0054319,           0.0029117,            0.036216,             0.00934,             0.00934,             0.00934
                  42,            0.018511,            0.010988,            0.069708,           0.0089284,                   1,             0.10387,            0.081562,           0.0054992,           0.0026831,            0.035941,           0.0093235,           0.0093235,           0.0093235
                  43,            0.018289,            0.011463,            0.071538,           0.0089489,                   1,            0.099289,            0.076557,           0.0059992,           0.0027839,            0.035804,            0.009307,            0.009307,            0.009307
                  44,            0.017853,            0.010742,            0.069684,            0.008828,                   1,             0.10093,            0.084243,           0.0062392,           0.0028281,            0.035633,           0.0092905,           0.0092905,           0.0092905
                  45,            0.018158,            0.011315,            0.067918,           0.0085932,               0.997,             0.10431,             0.09238,           0.0051586,           0.0026766,            0.036031,            0.009274,            0.009274,            0.009274
                  46,            0.015829,            0.010737,             0.06825,            0.008755,                   1,            0.092972,            0.077812,           0.0053117,           0.0026991,            0.035799,           0.0092575,           0.0092575,           0.0092575
                  47,            0.017798,             0.01105,             0.06802,           0.0088025,              0.9955,             0.10654,            0.089006,           0.0051274,           0.0027977,            0.035373,            0.009241,            0.009241,            0.009241
                  48,            0.019575,            0.011219,            0.066678,           0.0091198,                   1,             0.10964,            0.089769,           0.0061715,           0.0026208,            0.035198,           0.0092245,           0.0092245,           0.0092245
                  49,            0.018444,            0.011488,            0.068731,           0.0088763,                   1,             0.12766,             0.10537,           0.0050582,           0.0027356,             0.03533,            0.009208,            0.009208,            0.009208
                  50,            0.018624,            0.010976,            0.069767,           0.0086372,             0.99099,             0.12827,             0.10356,             0.00796,           0.0027825,             0.03497,           0.0091915,           0.0091915,           0.0091915
                  51,            0.018955,            0.011648,            0.069521,           0.0086935,                   1,             0.12137,             0.10032,           0.0056527,           0.0027991,            0.034951,            0.009175,            0.009175,            0.009175
                  52,            0.016767,            0.011502,            0.068582,           0.0088212,               0.997,             0.13444,             0.10211,           0.0063729,           0.0028893,            0.034463,           0.0091585,           0.0091585,           0.0091585
                  53,            0.019115,            0.011349,            0.065049,           0.0088437,                   1,             0.16574,             0.13846,           0.0051728,           0.0027163,            0.034425,            0.009142,            0.009142,            0.009142
                  54,            0.018132,            0.011723,            0.067005,           0.0090391,                   1,             0.14937,             0.11336,           0.0065614,           0.0027648,            0.034388,           0.0091255,           0.0091255,           0.0091255
                  55,             0.01851,            0.011452,            0.065677,            0.039446,             0.90691,             0.16307,             0.13503,           0.0053777,           0.0026233,            0.034103,            0.009109,            0.009109,            0.009109
                  56,            0.016985,            0.010897,            0.066503,           0.0086886,                   1,             0.17434,             0.14541,           0.0050538,           0.0027319,            0.033966,           0.0090925,           0.0090925,           0.0090925
                  57,            0.019771,            0.011238,            0.066235,             0.66845,             0.16066,              0.1988,             0.14979,           0.0061936,           0.0026428,            0.033436,            0.009076,            0.009076,            0.009076
                  58,            0.019028,            0.010856,            0.066274,             0.90658,             0.07105,             0.18578,             0.13936,           0.0063641,           0.0027375,            0.033213,           0.0090595,           0.0090595,           0.0090595
                  59,            0.015383,            0.010633,             0.06318,             0.92276,             0.04955,             0.19202,             0.15838,           0.0052701,           0.0027953,            0.033184,            0.009043,            0.009043,            0.009043
                  60,            0.019093,            0.011008,            0.068975,             0.85268,            0.099099,             0.18652,             0.15498,            0.005091,            0.002897,            0.033213,           0.0090265,           0.0090265,           0.0090265
                  61,            0.017638,            0.011507,            0.066257,             0.23548,             0.34782,             0.18117,             0.15602,           0.0053559,           0.0028327,            0.033289,             0.00901,             0.00901,             0.00901
                  62,            0.019258,            0.011229,            0.064533,             0.89629,            0.087216,             0.21862,             0.18154,           0.0050551,           0.0027011,            0.032663,           0.0089935,           0.0089935,           0.0089935
                  63,            0.016376,            0.010396,            0.061075,             0.79732,             0.14414,             0.23468,             0.19123,           0.0053367,           0.0026573,            0.032071,            0.008977,            0.008977,            0.008977
                  64,             0.01738,            0.010508,            0.063508,             0.87399,            0.088724,             0.24922,             0.18014,           0.0072838,           0.0026975,            0.032356,           0.0089605,           0.0089605,           0.0089605
                  65,            0.017574,            0.010851,            0.063292,             0.84654,             0.10077,             0.26545,             0.21046,           0.0064761,           0.0027078,            0.031825,            0.008944,            0.008944,            0.008944
                  66,            0.018582,            0.010401,            0.061149,             0.84074,             0.10623,             0.27681,             0.23621,           0.0055677,           0.0026449,            0.031451,           0.0089275,           0.0089275,           0.0089275
                  67,            0.017394,            0.010594,            0.064573,             0.83955,             0.12498,             0.24744,             0.19186,           0.0059983,           0.0029131,            0.031247,            0.008911,            0.008911,            0.008911
                  68,            0.017756,            0.010548,            0.062121,             0.72978,             0.17503,             0.30162,             0.25317,           0.0053263,           0.0028132,              0.0307,           0.0088945,           0.0088945,           0.0088945
                  69,            0.018362,            0.010764,            0.063616,             0.74457,              0.1876,             0.30848,             0.26027,           0.0055572,           0.0025223,            0.030695,            0.008878,            0.008878,            0.008878
                  70,            0.019751,            0.010665,             0.06326,             0.73126,             0.18901,             0.30712,             0.24093,           0.0056013,           0.0026606,            0.030191,           0.0088615,           0.0088615,           0.0088615
                  71,            0.017326,            0.010325,            0.061857,             0.69574,             0.21522,             0.30857,             0.25906,            0.005599,           0.0028223,            0.030099,            0.008845,            0.008845,            0.008845
                  72,            0.017036,            0.010345,             0.06259,             0.75552,             0.19669,             0.32545,             0.26746,            0.005664,           0.0026357,            0.029786,           0.0088285,           0.0088285,           0.0088285
                  73,            0.016887,            0.010862,            0.058747,             0.80869,              0.1479,             0.30825,             0.24773,           0.0055421,           0.0027919,            0.030044,            0.008812,            0.008812,            0.008812
                  74,            0.018514,            0.010444,            0.060547,             0.77172,              0.2013,             0.37484,             0.29041,           0.0061455,           0.0027593,             0.02926,           0.0087955,           0.0087955,           0.0087955
                  75,            0.017433,            0.010674,            0.056661,             0.71697,             0.22407,             0.38316,             0.31794,            0.005306,           0.0027265,             0.02855,            0.008779,            0.008779,            0.008779
                  76,            0.016657,            0.010075,            0.060681,             0.64879,              0.2502,              0.3696,             0.30056,           0.0055521,           0.0028739,            0.028656,           0.0087625,           0.0087625,           0.0087625
                  77,            0.016705,            0.010676,            0.058026,             0.62739,             0.26351,             0.38026,              0.3186,           0.0057924,           0.0027163,             0.02854,            0.008746,            0.008746,            0.008746
                  78,             0.02021,            0.010326,            0.058428,             0.68149,             0.29749,             0.42696,              0.3616,           0.0055353,           0.0025972,            0.027673,           0.0087295,           0.0087295,           0.0087295
                  79,            0.018723,            0.010711,            0.055362,             0.72311,             0.24603,             0.38571,             0.31304,           0.0058114,           0.0027023,             0.02805,            0.008713,            0.008713,            0.008713
                  80,            0.019212,            0.010325,            0.058111,             0.63562,             0.26429,             0.39951,             0.33186,           0.0055731,           0.0028072,            0.027209,           0.0086965,           0.0086965,           0.0086965
                  81,            0.017601,            0.010473,            0.058031,             0.58104,             0.31194,             0.39605,             0.33082,           0.0057998,           0.0031275,            0.027951,             0.00868,             0.00868,             0.00868
                  82,            0.017188,           0.0099569,            0.056741,              0.6707,             0.30402,             0.39574,             0.31211,           0.0057239,           0.0028155,            0.027685,           0.0086635,           0.0086635,           0.0086635
                  83,             0.01841,            0.010377,            0.054609,             0.58485,             0.34025,             0.42066,             0.34518,           0.0056182,           0.0026651,            0.026693,            0.008647,            0.008647,            0.008647
                  84,            0.020231,              0.0105,            0.054591,             0.61782,             0.32786,             0.44472,             0.36857,           0.0060663,           0.0027611,            0.026435,           0.0086305,           0.0086305,           0.0086305
                  85,            0.016399,           0.0097144,            0.054177,             0.59845,             0.35319,             0.44634,             0.36752,           0.0062363,           0.0026135,            0.026084,            0.008614,            0.008614,            0.008614
                  86,            0.020035,            0.009984,            0.053054,             0.55959,             0.39563,             0.52219,             0.42979,           0.0057254,           0.0028497,            0.025353,           0.0085975,           0.0085975,           0.0085975
                  87,            0.019801,            0.010189,            0.052415,             0.49356,             0.44524,             0.51651,             0.42503,           0.0073038,           0.0027281,             0.02504,            0.008581,            0.008581,            0.008581
                  88,            0.018976,            0.010371,            0.053028,             0.53523,             0.39379,             0.50653,             0.41647,           0.0060401,           0.0027537,            0.025433,           0.0085645,           0.0085645,           0.0085645
                  89,            0.021162,            0.010469,            0.056214,             0.56332,             0.44722,             0.54814,             0.44692,           0.0069892,           0.0027156,             0.02481,            0.008548,            0.008548,            0.008548
                  90,            0.020009,            0.010538,            0.054842,             0.63361,             0.36087,             0.51346,             0.43014,           0.0052905,           0.0027271,            0.025909,           0.0085315,           0.0085315,           0.0085315
                  91,             0.02035,            0.011375,              0.0517,             0.55178,             0.43926,             0.54934,             0.45122,           0.0063465,            0.002631,             0.02414,            0.008515,            0.008515,            0.008515
                  92,            0.020138,            0.010416,            0.053303,             0.53641,             0.46744,             0.54265,             0.43768,           0.0058336,           0.0027031,            0.024498,           0.0084985,           0.0084985,           0.0084985
                  93,            0.018336,            0.010148,            0.050984,             0.48274,             0.51929,              0.5592,             0.45067,            0.005749,           0.0026716,            0.023879,            0.008482,            0.008482,            0.008482
                  94,             0.01844,            0.010277,            0.052116,             0.52699,              0.4628,             0.53694,             0.43935,           0.0059651,           0.0027311,            0.024142,           0.0084655,           0.0084655,           0.0084655
                  95,            0.017558,           0.0099791,            0.049154,              0.5371,             0.45263,             0.55706,             0.45918,           0.0055515,           0.0028398,            0.023448,            0.008449,            0.008449,            0.008449
                  96,            0.019482,            0.010388,            0.050287,             0.57935,             0.48012,             0.58962,             0.46104,            0.006788,            0.002687,            0.023579,           0.0084325,           0.0084325,           0.0084325
                  97,            0.018369,           0.0098505,             0.04862,             0.48441,             0.54232,             0.55376,             0.46855,           0.0056007,           0.0027791,            0.023531,            0.008416,            0.008416,            0.008416
                  98,            0.020996,            0.010359,            0.050291,             0.60215,             0.49833,             0.60556,             0.51314,           0.0056535,           0.0026618,            0.022984,           0.0083995,           0.0083995,           0.0083995
                  99,             0.02017,            0.010258,            0.051626,             0.55757,             0.50709,             0.59351,              0.4607,             0.00645,           0.0026634,            0.022769,            0.008383,            0.008383,            0.008383
                 100,            0.018198,           0.0099572,            0.051629,             0.52908,             0.53596,             0.59415,              0.4983,           0.0056493,           0.0028352,            0.021739,           0.0083665,           0.0083665,           0.0083665
                 101,            0.018781,           0.0099723,            0.048922,             0.48116,             0.53087,             0.59326,             0.49885,           0.0054289,           0.0027335,            0.021682,             0.00835,             0.00835,             0.00835
                 102,            0.020548,            0.010216,             0.04862,             0.54126,             0.54839,             0.61731,             0.47208,           0.0062361,           0.0025043,            0.021331,           0.0083335,           0.0083335,           0.0083335
                 103,            0.021637,            0.010693,            0.048195,             0.57409,             0.50524,             0.63531,             0.52944,           0.0058744,           0.0024999,            0.020566,            0.008317,            0.008317,            0.008317
                 104,            0.022117,            0.010253,            0.048976,             0.58607,             0.54501,             0.63218,             0.52406,           0.0056275,           0.0027173,            0.020993,           0.0083005,           0.0083005,           0.0083005
                 105,            0.021024,            0.010664,            0.050843,              0.5098,             0.59844,             0.65595,             0.53379,           0.0056457,           0.0025322,            0.020265,            0.008284,            0.008284,            0.008284
                 106,            0.017911,            0.010286,             0.04606,             0.59337,             0.56627,             0.67987,             0.56659,            0.005695,           0.0026305,            0.020197,           0.0082675,           0.0082675,           0.0082675
                 107,            0.019787,            0.010056,            0.044102,             0.50073,             0.63199,             0.65384,             0.51349,           0.0062412,           0.0027144,            0.020249,            0.008251,            0.008251,            0.008251
                 108,            0.020002,            0.010019,            0.047218,             0.56399,             0.58678,             0.65179,              0.5378,           0.0058986,           0.0026783,            0.019501,           0.0082345,           0.0082345,           0.0082345
                 109,            0.020766,            0.010283,            0.044493,             0.48199,             0.58948,             0.63139,             0.48008,           0.0067281,           0.0026211,            0.020022,            0.008218,            0.008218,            0.008218
                 110,            0.019165,           0.0095929,            0.044566,             0.49378,             0.60915,             0.67253,             0.55571,           0.0055606,           0.0028414,            0.019392,           0.0082015,           0.0082015,           0.0082015
                 111,            0.019147,             0.01012,            0.047355,             0.55859,             0.57523,             0.70524,             0.53974,           0.0071951,              0.0029,            0.019129,            0.008185,            0.008185,            0.008185
                 112,            0.020947,            0.010072,             0.04409,              0.4957,             0.56299,             0.68957,             0.57105,           0.0058957,           0.0028315,            0.018977,           0.0081685,           0.0081685,           0.0081685
                 113,             0.01856,            0.010373,            0.043416,             0.55745,             0.62587,             0.72094,             0.59178,           0.0071482,            0.002903,            0.018624,            0.008152,            0.008152,            0.008152
                 114,            0.020464,           0.0098736,            0.044117,             0.52091,             0.64817,             0.70592,             0.54197,           0.0061972,           0.0027845,             0.01902,           0.0081355,           0.0081355,           0.0081355
                 115,            0.022427,            0.010189,            0.046918,             0.54604,             0.60751,             0.67745,             0.55636,           0.0062077,           0.0026482,            0.019276,            0.008119,            0.008119,            0.008119
                 116,            0.020638,            0.010528,            0.044336,             0.52345,             0.68516,             0.69985,             0.55222,           0.0064751,           0.0026855,            0.018395,           0.0081025,           0.0081025,           0.0081025
                 117,            0.021676,           0.0098355,             0.04353,              0.5148,             0.64643,             0.71282,             0.57608,           0.0061917,           0.0026636,            0.017805,            0.008086,            0.008086,            0.008086
                 118,            0.020051,            0.010044,            0.043223,             0.61817,             0.54645,             0.67875,             0.56984,           0.0056935,           0.0026364,            0.018378,           0.0080695,           0.0080695,           0.0080695
                 119,            0.020226,           0.0099416,            0.040623,             0.54444,             0.70368,             0.75287,             0.59875,           0.0060124,           0.0027336,            0.017492,            0.008053,            0.008053,            0.008053
                 120,            0.019516,            0.010272,            0.042568,             0.55317,             0.72225,             0.78529,             0.63434,           0.0059998,           0.0026957,            0.016924,           0.0080365,           0.0080365,           0.0080365
                 121,            0.020318,            0.010284,            0.039835,              0.5504,             0.67752,             0.74664,             0.59918,           0.0059785,             0.00279,            0.016573,             0.00802,             0.00802,             0.00802
                 122,            0.020731,            0.010312,            0.040724,             0.51937,             0.72126,             0.77517,             0.63473,           0.0057014,           0.0026938,            0.016384,           0.0080035,           0.0080035,           0.0080035
                 123,            0.021587,            0.010163,            0.041859,             0.56971,             0.67094,             0.72692,             0.60594,            0.006798,            0.002698,            0.015939,            0.007987,            0.007987,            0.007987
                 124,            0.018831,           0.0098919,            0.040705,             0.52062,             0.69547,             0.76602,             0.63873,           0.0068009,           0.0027058,             0.01636,           0.0079705,           0.0079705,           0.0079705
                 125,            0.020785,           0.0098544,             0.03946,             0.54767,             0.67642,              0.7653,             0.60135,           0.0065515,           0.0026795,            0.016438,            0.007954,            0.007954,            0.007954
                 126,            0.022022,            0.010372,            0.038552,              0.5551,             0.65664,             0.73429,             0.61033,           0.0066929,           0.0026514,            0.017016,           0.0079375,           0.0079375,           0.0079375
                 127,            0.020162,           0.0099981,            0.038599,             0.59448,             0.67707,             0.77488,             0.64106,           0.0058763,           0.0027472,            0.016363,            0.007921,            0.007921,            0.007921
                 128,            0.023597,            0.010566,            0.039667,             0.49065,             0.70891,             0.74375,             0.61537,            0.006463,           0.0026194,            0.017106,           0.0079045,           0.0079045,           0.0079045
                 129,            0.020551,            0.010008,            0.040951,             0.47506,             0.68781,             0.77072,             0.60828,           0.0067149,           0.0026776,            0.016129,            0.007888,            0.007888,            0.007888
                 130,            0.019864,            0.010037,            0.041069,              0.5996,             0.68232,             0.77501,             0.61132,           0.0062825,           0.0026866,            0.016128,           0.0078715,           0.0078715,           0.0078715
                 131,              0.0219,           0.0098962,            0.038324,             0.58514,             0.72903,             0.81344,             0.67429,           0.0071297,           0.0027309,            0.014826,            0.007855,            0.007855,            0.007855
                 132,            0.018937,           0.0098499,             0.04146,             0.56501,             0.69849,             0.78306,             0.64896,            0.006081,           0.0026342,            0.015627,           0.0078385,           0.0078385,           0.0078385
                 133,            0.017527,           0.0099648,            0.036816,             0.56697,              0.6774,             0.74069,             0.61442,           0.0069334,           0.0026469,            0.016256,            0.007822,            0.007822,            0.007822
                 134,            0.020439,            0.010671,            0.037591,             0.53308,             0.72017,             0.75648,             0.61422,           0.0060772,           0.0026997,             0.01659,           0.0078055,           0.0078055,           0.0078055
                 135,            0.020469,            0.010159,            0.039608,             0.53966,             0.67707,             0.75812,             0.61143,            0.005811,           0.0027552,            0.016739,            0.007789,            0.007789,            0.007789
                 136,            0.021315,            0.010155,            0.039535,             0.53904,             0.69665,             0.77269,             0.62156,           0.0066544,            0.002764,            0.015112,           0.0077725,           0.0077725,           0.0077725
                 137,             0.02154,            0.009696,            0.042137,             0.49082,             0.72288,             0.78018,             0.63573,           0.0062593,           0.0027706,            0.015339,            0.007756,            0.007756,            0.007756
                 138,            0.019521,           0.0099831,            0.037303,             0.54816,             0.75999,             0.78618,             0.65381,           0.0057692,           0.0027128,             0.01467,           0.0077395,           0.0077395,           0.0077395
                 139,             0.01887,            0.010013,            0.035957,             0.55026,             0.67061,             0.77875,             0.65718,           0.0058514,           0.0027289,            0.014772,            0.007723,            0.007723,            0.007723
                 140,            0.021218,            0.010138,            0.037852,             0.57113,             0.69556,             0.79442,             0.65529,           0.0059642,           0.0025857,            0.014444,           0.0077065,           0.0077065,           0.0077065
                 141,            0.018806,           0.0097524,            0.034112,             0.52162,             0.81817,             0.83137,             0.64877,           0.0063438,            0.002646,            0.013492,             0.00769,             0.00769,             0.00769
                 142,            0.018935,           0.0098602,            0.036699,             0.63768,             0.69311,             0.81783,             0.67509,           0.0058069,            0.002747,             0.01389,           0.0076735,           0.0076735,           0.0076735
                 143,            0.020812,            0.010057,            0.036078,             0.63987,             0.71172,             0.83625,             0.62663,           0.0068257,           0.0027706,            0.013788,            0.007657,            0.007657,            0.007657
                 144,            0.019092,           0.0095374,            0.033206,             0.58588,             0.75993,             0.84829,             0.69233,           0.0059773,            0.002859,            0.013454,           0.0076405,           0.0076405,           0.0076405
                 145,            0.018615,           0.0097129,            0.036307,             0.66018,             0.71819,              0.8184,             0.68403,           0.0059185,           0.0027125,            0.013034,            0.007624,            0.007624,            0.007624
                 146,            0.020907,            0.010032,            0.033756,             0.56839,             0.72459,             0.79912,             0.65364,            0.005989,           0.0025848,            0.013275,           0.0076075,           0.0076075,           0.0076075
                 147,            0.019674,           0.0099508,            0.035272,             0.57454,             0.72286,             0.81193,             0.65779,           0.0060119,           0.0026696,             0.01411,            0.007591,            0.007591,            0.007591
                 148,            0.021573,           0.0098972,            0.037334,             0.56259,             0.76766,             0.83072,              0.6751,           0.0059662,           0.0026978,            0.013408,           0.0075745,           0.0075745,           0.0075745
                 149,            0.022986,            0.010153,            0.038763,             0.56755,             0.70722,             0.78245,             0.61437,           0.0058847,           0.0026316,            0.014511,            0.007558,            0.007558,            0.007558
                 150,            0.020982,            0.010096,            0.034527,             0.60932,             0.72029,             0.81938,             0.68502,           0.0058003,            0.002648,            0.013782,           0.0075415,           0.0075415,           0.0075415
                 151,            0.018792,            0.010111,            0.033454,             0.67359,             0.68432,             0.80334,             0.64721,           0.0058154,            0.002551,            0.013437,            0.007525,            0.007525,            0.007525
                 152,            0.021655,           0.0097796,            0.038174,             0.59401,             0.75178,             0.78144,              0.6346,           0.0061409,           0.0025928,            0.014187,           0.0075085,           0.0075085,           0.0075085
                 153,            0.022511,            0.010071,            0.036218,             0.67746,             0.73099,             0.82635,             0.67813,           0.0059371,           0.0026031,            0.012738,            0.007492,            0.007492,            0.007492
                 154,            0.019238,           0.0098735,            0.033132,             0.64049,             0.71862,             0.81583,             0.69258,           0.0059815,           0.0025974,            0.012775,           0.0074755,           0.0074755,           0.0074755
                 155,            0.018581,            0.009667,            0.031659,             0.58716,             0.76901,             0.82413,             0.65752,           0.0059656,           0.0027282,            0.013063,            0.007459,            0.007459,            0.007459
                 156,            0.021613,           0.0097169,            0.033789,             0.60858,             0.73131,             0.81739,             0.67455,           0.0059308,           0.0026936,            0.012934,           0.0074425,           0.0074425,           0.0074425
                 157,             0.02043,           0.0098363,            0.029474,             0.57804,             0.75649,             0.81029,             0.65369,           0.0061976,           0.0026962,            0.012881,            0.007426,            0.007426,            0.007426
                 158,            0.019278,           0.0097358,            0.031831,             0.57763,             0.75343,             0.83422,             0.67817,           0.0061473,           0.0025787,            0.012603,           0.0074095,           0.0074095,           0.0074095
